timestamp,market,timeframe,up_price,down_price,volume,outcome,slug
2026-03-24T07:00:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774335300
2026-03-24T07:05:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774335600
2026-03-24T07:10:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774335900
2026-03-24T07:15:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774336200
2026-03-24T07:20:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774336500
2026-03-24T07:25:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774336800
2026-03-24T07:30:00Z,ETH-USD-5M-PM,5m,0.02,0.98,NaN,down,eth-updown-5m-1774337100
2026-03-24T07:35:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774337400
2026-03-24T07:40:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774337700
2026-03-24T07:45:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774338000
2026-03-24T07:50:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774338300
2026-03-24T07:55:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774338600
2026-03-24T08:00:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774338900
2026-03-24T08:05:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774339200
2026-03-24T08:10:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774339500
2026-03-24T08:15:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774339800
2026-03-24T08:20:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774340100
2026-03-24T08:25:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774340400
2026-03-24T08:30:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774340700
2026-03-24T08:35:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774341000
2026-03-24T08:40:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774341300
2026-03-24T08:45:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774341600
2026-03-24T08:50:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774341900
2026-03-24T08:55:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774342200
2026-03-24T09:00:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774342500
2026-03-24T09:05:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774342800
2026-03-24T09:10:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774343100
2026-03-24T09:15:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774343400
2026-03-24T09:20:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774343700
2026-03-24T09:25:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774344000
2026-03-24T09:30:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774344300
2026-03-24T09:35:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774344600
2026-03-24T09:40:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774344900
2026-03-24T09:45:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774345200
2026-03-24T09:50:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774345500
2026-03-24T09:55:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774345800
2026-03-24T10:00:00Z,ETH-USD-5M-PM,5m,0.06,0.94,NaN,down,eth-updown-5m-1774346100
2026-03-24T10:05:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774346400
2026-03-24T10:10:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774346700
2026-03-24T10:15:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774347000
2026-03-24T10:20:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774347300
2026-03-24T10:25:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774347600
2026-03-24T10:30:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774347900
2026-03-24T10:35:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774348200
2026-03-24T10:40:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774348500
2026-03-24T10:45:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774348800
2026-03-24T10:50:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774349100
2026-03-24T10:55:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774349400
2026-03-24T11:00:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774349700
2026-03-24T11:05:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774350000
2026-03-24T11:10:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774350300
2026-03-24T11:15:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774350600
2026-03-24T11:20:00Z,ETH-USD-5M-PM,5m,0.001,0.999,NaN,down,eth-updown-5m-1774350900
2026-03-24T11:25:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774351200
2026-03-24T11:30:00Z,ETH-USD-5M-PM,5m,0.99,0.01,NaN,up,eth-updown-5m-1774351500
2026-03-24T11:35:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774351800
2026-03-24T11:40:00Z,ETH-USD-5M-PM,5m,0.999,0.001,NaN,up,eth-updown-5m-1774352100
2026-03-24T11:45:00Z,ETH-USD-5M-PM,5m,0.01,0.99,NaN,down,eth-updown-5m-1774352400
